Date,Open,High,Low,Close,Adj Close,Volume
2019-03-26,7700.000000,7738.169922,7649.209961,7691.520020,7691.520020,2068900000
2019-03-27,7702.049805,7712.839844,7582.089844,7643.379883,7643.379883,2221650000
2019-03-28,7660.069824,7689.160156,7619.819824,7669.169922,7669.169922,1902060000
2019-03-29,7726.709961,7733.620117,7688.509766,7729.319824,7729.319824,2233470000
2019-04-01,7800.240234,7831.450195,7777.089844,7828.910156,7828.910156,2198050000
2019-04-02,7824.609863,7854.919922,7811.279785,7848.689941,7848.689941,2110100000
2019-04-03,7891.180176,7938.259766,7870.899902,7895.549805,7895.549805,2487210000
2019-04-04,7894.259766,7917.649902,7844.959961,7891.779785,7891.779785,2094200000
2019-04-05,7914.509766,7940.450195,7909.140137,7938.689941,7938.689941,2148730000
2019-04-08,7924.890137,7955.899902,7891.850098,7953.879883,7953.879883,2069190000
2019-04-09,7924.770020,7945.549805,7897.609863,7909.279785,7909.279785,2067570000
2019-04-10,7922.729980,7965.330078,7916.899902,7964.240234,7964.240234,1998280000
2019-04-11,7975.200195,7975.200195,7933.410156,7947.359863,7947.359863,1956840000
2019-04-12,7984.149902,7992.089844,7952.609863,7984.160156,7984.160156,1955290000
2019-04-15,7987.160156,7993.330078,7933.569824,7976.009766,7976.009766,1816920000
2019-04-16,8000.569824,8017.560059,7978.810059,8000.229980,8000.229980,2095330000
2019-04-17,8044.970215,8052.399902,7973.379883,7996.080078,7996.080078,2290690000
2019-04-18,7998.450195,8002.310059,7950.970215,7998.060059,7998.060059,2089360000
2019-04-22,7969.370117,8017.149902,7965.899902,8015.270020,8015.270020,1776060000
2019-04-23,8026.750000,8128.870117,8023.810059,8120.819824,8120.819824,2075070000
2019-04-24,8122.879883,8139.549805,8101.700195,8102.009766,8102.009766,2022490000
2019-04-25,8150.850098,8151.839844,8075.410156,8118.680176,8118.680176,2063270000
2019-04-26,8100.279785,8146.419922,8060.890137,8146.399902,8146.399902,1971270000
2019-04-29,8147.649902,8176.080078,8136.410156,8161.850098,8161.850098,1761110000
2019-04-30,8104.910156,8124.609863,8050.549805,8095.390137,8095.390137,2115770000
2019-05-01,8132.930176,8146.000000,8048.229980,8049.640137,8049.640137,2247420000
2019-05-02,8046.479980,8094.060059,7976.770020,8036.770020,8036.770020,2158600000
2019-05-03,8092.879883,8164.709961,8084.799805,8164.000000,8164.000000,2046040000
2019-05-06,7981.850098,8135.540039,7981.850098,8123.290039,8123.290039,1966120000
2019-05-07,8043.520020,8070.970215,7899.020020,7963.759766,7963.759766,2376660000
2019-05-08,7946.240234,8004.490234,7923.350098,7943.319824,7943.319824,2175100000
2019-05-09,7853.209961,7929.779785,7796.160156,7910.589844,7910.589844,2520770000
2019-05-10,7881.310059,7949.339844,7759.339844,7916.939941,7916.939941,2387720000
2019-05-13,7720.069824,7760.830078,7627.220215,7647.020020,7647.020020,2478860000
2019-05-14,7689.660156,7776.200195,7665.299805,7734.490234,7734.490234,2084850000
2019-05-15,7682.799805,7838.720215,7682.240234,7822.149902,7822.149902,2001530000
2019-05-16,7832.580078,7946.229980,7826.669922,7898.049805,7898.049805,2163120000
2019-05-17,7829.029785,7918.709961,7810.350098,7816.279785,7816.279785,2134120000
2019-05-20,7714.060059,7747.270020,7678.350098,7702.379883,7702.379883,2122410000
2019-05-21,7765.569824,7804.439941,7752.919922,7785.720215,7785.720215,1993210000
2019-05-22,7749.799805,7786.330078,7738.350098,7750.839844,7750.839844,1881830000
2019-05-23,7660.720215,7665.149902,7585.319824,7628.279785,7628.279785,2243420000
2019-05-24,7675.569824,7694.149902,7631.250000,7637.009766,7637.009766,1682920000
2019-05-28,7655.660156,7693.740234,7603.759766,7607.350098,7607.350098,2352670000
2019-05-29,7553.020020,7581.109863,7503.939941,7547.310059,7547.310059,2278790000
2019-05-30,7565.459961,7595.899902,7527.660156,7567.720215,7567.720215,1872000000
2019-05-31,7470.950195,7506.859863,7448.229980,7453.149902,7453.149902,2236940000
2019-06-03,7441.209961,7457.660156,7292.220215,7333.020020,7333.020020,2576920000
2019-06-04,7413.939941,7529.500000,7385.020020,7527.120117,7527.120117,2369150000
2019-06-05,7585.680176,7589.470215,7498.169922,7575.479980,7575.479980,2115570000
2019-06-06,7582.240234,7634.120117,7546.220215,7615.549805,7615.549805,2070940000
2019-06-07,7652.970215,7767.020020,7647.910156,7742.100098,7742.100098,2066020000
2019-06-10,7798.870117,7895.439941,7795.759766,7823.169922,7823.169922,2049370000
2019-06-11,7901.040039,7909.990234,7798.629883,7822.569824,7822.569824,2114680000
2019-06-12,7803.129883,7819.160156,7773.970215,7792.720215,7792.720215,1952790000
2019-06-13,7822.560059,7848.359863,7813.600098,7837.129883,7837.129883,1838930000
2019-06-14,7807.189941,7819.209961,7778.120117,7796.660156,7796.660156,1804340000
2019-06-17,7819.430176,7865.979980,7812.609863,7845.020020,7845.020020,1935290000
2019-06-18,7920.979980,8005.209961,7911.669922,7953.879883,7953.879883,2244920000
2019-06-19,7970.259766,7998.589844,7930.379883,7987.319824,7987.319824,2014080000
2019-06-20,8087.450195,8088.879883,7996.870117,8051.339844,8051.339844,2053530000
2019-06-21,8028.689941,8073.020020,8011.200195,8031.709961,8031.709961,2894340000
2019-06-24,8040.580078,8047.560059,8004.629883,8005.700195,8005.700195,2070370000
2019-06-25,8005.270020,8007.310059,7879.149902,7884.720215,7884.720215,2127310000
2019-06-26,7933.919922,7974.279785,7903.069824,7909.970215,7909.970215,2104750000
2019-06-27,7939.359863,7976.580078,7935.470215,7967.759766,7967.759766,2023120000
2019-06-28,7988.759766,8010.149902,7961.459961,8006.240234,8006.240234,4078990000
2019-07-01,8145.850098,8150.450195,8059.290039,8091.160156,8091.160156,2208900000
2019-07-02,8086.649902,8109.370117,8063.109863,8109.089844,8109.089844,1946320000
2019-07-03,8129.569824,8170.229980,8122.339844,8170.229980,8170.229980,1548190000
2019-07-05,8123.279785,8171.970215,8093.660156,8161.790039,8161.790039,149410000
2019-07-08,8112.910156,8161.790039,8078.390137,8098.379883,8098.379883,177320000
2019-07-09,8061.410156,8146.979980,8061.319824,8141.729980,8141.729980,1866770000
2019-07-10,8183.189941,8228.599609,8160.560059,8202.530273,8202.530273,2060510000
2019-07-11,8219.280273,8226.179688,8171.629883,8196.040039,8196.040039,1966970000
2019-07-12,8209.200195,8245.660156,8201.519531,8244.139648,8244.139648,1824870000
